,severity_class
14679,leger
4810,leger
14964,modere
16202,leger
8933,leger
515,modere
6098,leger
3378,severe
7575,modere
3598,modere
17947,modere
599,modere
5409,leger
4833,modere
4382,leger
16436,modere
2489,leger
16556,modere
3356,modere
3085,modere
8989,severe
14470,leger
1484,leger
14110,leger
6700,modere
16911,modere
13368,leger
18989,severe
8847,modere
17189,leger
936,leger
12914,leger
5704,leger
3154,modere
16265,leger
2057,leger
1090,modere
11504,leger
11540,leger
14907,modere
5204,leger
5042,modere
17335,leger
16652,severe
13272,modere
273,leger
19403,leger
18824,modere
6385,modere
9099,modere
133,modere
13493,modere
9268,leger
4924,leger
7012,modere
15515,modere
16382,modere
2390,leger
9744,leger
13592,modere
8364,modere
9883,leger
1618,leger
15204,modere
19076,leger
10071,leger
11985,modere
17312,leger
15200,leger
2804,leger
13912,leger
3918,modere
14532,modere
8018,leger
14189,modere
18859,leger
3904,severe
16034,severe
12669,leger
5575,modere
4147,modere
12572,modere
1615,leger
14305,modere
19199,severe
15388,modere
12674,modere
5966,leger
15205,severe
12155,leger
8981,leger
14198,modere
467,severe
17607,leger
13209,modere
5459,modere
9707,modere
2934,modere
218,leger
921,modere
9063,leger
4823,modere
18174,modere
9046,leger
8620,leger
3384,modere
9659,modere
5033,leger
22,severe
9238,leger
15318,modere
5676,modere
846,modere
4683,leger
11998,modere
2476,leger
17918,leger
2577,leger
10870,leger
12899,modere
8219,leger
469,leger
2399,leger
9623,leger
5868,modere
17619,modere
7725,leger
16510,leger
11182,modere
2304,leger
4554,modere
4125,leger
2575,modere
18492,leger
3563,modere
19385,modere
16487,severe
12366,modere
9555,modere
5768,modere
3131,modere
18689,leger
2871,modere
9547,severe
15401,leger
4976,modere
5044,leger
16610,modere
10252,leger
536,leger
13768,leger
16527,modere
15798,severe
8594,modere
9260,leger
17371,leger
8602,modere
4895,modere
19422,modere
7180,modere
1343,leger
17031,modere
10462,leger
18248,modere
4495,leger
1250,modere
630,leger
18344,leger
15154,modere
10526,leger
1324,modere
2460,leger
14764,modere
10688,modere
14062,modere
14704,modere
6957,modere
6400,severe
5518,leger
2581,modere
4570,modere
16064,leger
15560,modere
14858,leger
14358,leger
4497,modere
8248,modere
18620,severe
13312,modere
16218,modere
6096,leger
16204,modere
7239,modere
8363,leger
18510,modere
9204,leger
14715,severe
18182,modere
1058,leger
71,leger
42,modere
2272,modere
3101,leger
5812,modere
15713,modere
15261,leger
18357,modere
963,severe
2805,modere
12416,leger
637,leger
6877,leger
13859,severe
13412,modere
10785,modere
14777,modere
631,modere
10325,leger
10166,leger
11129,modere
565,leger
10082,leger
996,leger
3250,modere
15016,modere
16984,leger
15711,leger
1585,leger
5282,modere
13376,leger
1707,leger
16747,leger
15227,modere
3055,modere
18369,leger
14919,modere
9393,leger
6506,leger
114,leger
7465,modere
15666,modere
529,leger
4732,leger
8008,modere
14903,leger
8717,leger
19106,leger
6070,modere
4251,modere
15130,modere
10956,leger
17909,leger
11730,leger
17268,leger
16399,modere
13842,severe
7501,modere
4455,leger
7815,modere
17678,leger
11552,modere
520,leger
4315,leger
9173,modere
2196,modere
1392,modere
8819,severe
8387,modere
13138,modere
16920,leger
13333,modere
2083,modere
7166,leger
17634,leger
13153,leger
13827,severe
13258,leger
1252,leger
13405,modere
12681,modere
8271,leger
17106,modere
16788,modere
19134,leger
11245,modere
10807,severe
5934,leger
3910,modere
11314,modere
5263,modere
10637,modere
9276,modere
171,leger
15932,modere
15542,severe
2150,modere
7950,modere
1275,modere
15187,leger
15883,leger
288,leger
9580,modere
18,severe
3662,leger
17949,modere
19072,modere
16719,leger
4359,leger
18121,modere
2146,severe
13964,leger
12515,modere
9872,modere
13783,modere
16858,leger
2088,leger
97,modere
16546,leger
13610,leger
18561,modere
17340,leger
29,leger
18176,leger
17740,modere
4963,leger
4918,leger
12919,modere
1071,leger
6717,leger
6610,leger
13635,leger
17461,modere
12263,severe
1241,leger
17468,modere
1478,leger
18289,modere
1652,leger
4745,modere
14139,modere
14469,modere
3119,leger
18494,modere
7102,leger
18070,leger
4679,leger
9735,modere
17786,leger
17146,leger
2543,leger
2523,leger
18662,modere
230,modere
4919,leger
17873,leger
14826,modere
6406,modere
11225,modere
2554,leger
286,modere
6980,leger
4530,leger
18499,leger
4575,leger
9040,leger
19365,modere
4845,leger
7546,modere
12268,modere
12671,leger
10014,leger
13254,leger
16872,leger
12961,leger
17317,leger
182,modere
9927,leger
17265,modere
5308,leger
7892,modere
3767,leger
9101,leger
6089,leger
13622,leger
669,leger
7552,leger
17181,leger
18698,severe
11857,leger
16979,leger
12409,severe
18234,leger
13652,leger
9223,modere
10470,modere
13134,modere
12146,modere
494,modere
1883,modere
8487,leger
10573,leger
6503,modere
15182,leger
13758,modere
1327,modere
14313,leger
14946,modere
7363,modere
4426,leger
17108,leger
10597,modere
10432,leger
13980,leger
11845,leger
3459,severe
10787,modere
19305,leger
4245,leger
12093,severe
3618,modere
16226,severe
19309,leger
10112,modere
8448,leger
17205,modere
16212,leger
12306,modere
14752,leger
6527,leger
8818,leger
4847,modere
161,leger
19244,leger
3578,severe
5624,modere
8051,leger
18007,leger
1462,modere
7881,modere
2235,leger
10694,leger
4841,leger
7543,modere
18728,modere
7218,modere
15767,modere
14863,leger
2379,modere
5215,modere
2038,modere
10365,leger
206,severe
6310,modere
13553,leger
1799,modere
13010,leger
12833,leger
1534,modere
10222,leger
12623,leger
16985,modere
6884,modere
437,leger
1279,severe
17827,leger
6057,leger
5924,severe
10668,modere
431,modere
18927,leger
1980,leger
14228,severe
9963,leger
10959,leger
13302,leger
2467,leger
18516,modere
17822,modere
19248,modere
1153,leger
14105,modere
5950,severe
14197,leger
15573,leger
12296,modere
1956,leger
14244,leger
3850,modere
15469,leger
14182,leger
16682,leger
500,modere
3396,modere
5877,modere
11102,leger
10181,leger
13181,leger
6307,leger
14644,leger
2169,leger
7449,leger
740,leger
9803,leger
9166,leger
11350,leger
17459,leger
15162,leger
15847,modere
7268,modere
10124,leger
8297,severe
9400,leger
16261,leger
15881,severe
8382,leger
1546,leger
3215,leger
17684,leger
13226,leger
18758,modere
2029,leger
6368,leger
9259,leger
12726,leger
19406,leger
17395,modere
1843,leger
2850,leger
1162,modere
12590,leger
6577,modere
836,leger
10803,modere
11763,modere
11476,leger
4098,modere
1792,severe
16068,modere
6579,leger
16573,modere
2657,leger
1256,leger
16313,leger
18581,leger
8822,leger
6746,leger
3949,modere
1552,leger
5865,leger
9594,modere
9167,modere
9648,modere
1404,leger
8136,leger
5211,modere
18957,modere
6733,severe
18774,leger
3028,modere
18223,modere
18649,leger
10842,modere
19289,modere
3442,modere
15178,modere
14399,modere
4026,severe
12384,leger
14569,leger
17744,modere
7691,leger
889,leger
1121,modere
3111,leger
3531,leger
345,leger
3932,leger
2000,severe
12226,leger
18820,modere
17644,modere
992,leger
14065,modere
16146,leger
2041,leger
15946,modere
8121,severe
10768,severe
18902,modere
6155,modere
15301,modere
3341,modere
16211,leger
18793,modere
5733,modere
9350,leger
12836,leger
18360,leger
14860,modere
19374,leger
11658,modere
8108,modere
10180,leger
11930,leger
81,leger
12169,leger
9651,severe
9730,leger
14962,leger
11086,modere
12300,modere
13203,modere
16737,leger
10482,modere
4885,severe
4538,leger
6926,modere
11809,modere
15553,leger
16497,leger
15090,leger
5554,modere
754,modere
14201,leger
18899,severe
8617,modere
9175,modere
3192,leger
1895,leger
14319,modere
11663,modere
8322,leger
7144,leger
16325,leger
12181,modere
5191,modere
6620,leger
18111,leger
11407,modere
13723,leger
16676,modere
8964,severe
3946,leger
10912,leger
14705,leger
12510,leger
12798,leger
4458,leger
2597,leger
12128,leger
2766,leger
12129,modere
17929,leger
19206,leger
12237,leger
6357,leger
16880,modere
449,leger
5084,leger
9693,leger
14056,modere
14820,leger
2051,modere
4372,severe
6288,modere
5680,leger
1296,modere
10159,leger
12503,leger
16785,leger
11595,leger
13351,leger
806,leger
5874,modere
17035,modere
13325,modere
6544,severe
19252,modere
14151,modere
3184,leger
7174,leger
16062,leger
7170,leger
11670,severe
12541,leger
8318,modere
13720,modere
11396,leger
2007,modere
17904,modere
1471,severe
1976,severe
5736,leger
16863,modere
16009,severe
16278,leger
8101,leger
7661,modere
16913,leger
10059,modere
2731,modere
8828,leger
15912,modere
8385,modere
4376,leger
12648,severe
9718,modere
11830,modere
5510,modere
12850,severe
16132,modere
1525,modere
2022,leger
10607,modere
247,modere
1626,modere
11354,modere
17252,leger
2968,leger
1116,leger
12911,modere
1467,leger
13896,leger
11010,leger
1245,leger
7114,severe
1055,modere
4746,leger
10097,modere
10664,severe
7331,leger
18974,leger
7225,leger
4419,leger
16823,leger
1405,modere
131,leger
11038,modere
1016,leger
8985,severe
639,leger
2900,leger
5462,modere
15790,modere
10692,leger
7905,leger
17837,severe
15356,leger
3002,severe
17609,modere
9528,leger
18607,leger
14693,leger
12786,modere
10081,leger
8147,modere
10372,leger
7839,modere
4342,leger
12088,leger
12070,modere
1332,severe
14467,modere
18647,leger
4791,severe
18056,leger
9482,leger
2801,modere
15476,severe
17714,modere
10075,leger
13076,modere
12346,severe
19243,modere
15139,modere
8298,modere
15503,modere
5244,modere
14741,modere
5232,modere
11814,modere
2925,leger
6563,leger
6963,modere
13639,leger
12454,leger
12266,leger
10447,leger
10780,leger
14543,leger
8200,modere
19421,leger
5287,modere
13759,leger
4802,leger
16097,leger
6856,modere
18249,leger
19114,leger
6782,leger
15102,modere
8628,leger
5472,leger
1726,leger
576,modere
16643,modere
17198,modere
14582,leger
11113,leger
1000,modere
18992,modere
8287,leger
14233,leger
10061,modere
13307,leger
8825,modere
6772,leger
213,leger
9064,leger
17523,leger
15998,leger
3962,leger
14865,severe
16667,modere
14180,leger
10247,modere
14217,leger
8745,leger
18753,leger
7634,leger
3771,severe
17617,modere
13432,leger
8227,modere
11675,leger
8076,modere
8794,modere
17601,leger
17180,leger
12902,leger
367,leger
16922,leger
4837,leger
6684,modere
5858,leger
379,leger
4601,modere
4614,leger
6553,leger
13629,modere
18225,modere
3899,leger
12188,leger
12066,leger
1886,leger
9048,leger
5434,leger
2742,leger
2985,leger
3137,modere
12447,severe
4470,leger
15229,leger
8691,leger
10120,leger
12629,leger
16801,modere
15141,modere
16877,leger
2309,leger
4326,leger
17576,leger
17026,leger
11157,leger
14899,leger
11978,modere
10894,modere
12019,leger
16841,modere
7371,leger
7987,leger
14153,leger
8082,modere
16003,leger
1286,modere
2221,leger
731,modere
11700,leger
5749,leger
11475,modere
12207,leger
5754,leger
13683,modere
9034,severe
8759,modere
1429,severe
18582,modere
3179,modere
5151,leger
11715,leger
18912,modere
17771,severe
9346,severe
10366,leger
7014,leger
11087,leger
16114,modere
3533,leger
16655,modere
8197,leger
18616,modere
10709,modere
15437,leger
1955,leger
5551,modere
8029,modere
6375,severe
2356,leger
10769,modere
3881,leger
10155,modere
6066,leger
4101,severe
10226,modere
10745,leger
17506,modere
3145,severe
14208,leger
2270,leger
18146,modere
11696,leger
2168,leger
4386,leger
7598,severe
3194,leger
6020,leger
18212,modere
8242,modere
12757,modere
13050,leger
18841,leger
2892,leger
14444,modere
15084,leger
19424,modere
12945,modere
3401,leger
2501,modere
13083,modere
11545,leger
15592,modere
15019,leger
14740,modere
15741,leger
3684,severe
16565,leger
19310,severe
351,leger
13431,leger
6748,leger
1570,modere
14548,leger
18908,leger
3389,modere
12374,modere
16681,leger
4851,modere
15241,leger
4336,modere
11747,leger
5193,severe
10987,modere
16873,leger
1611,leger
15618,leger
15970,leger
14959,modere
12406,leger
1507,modere
559,modere
18359,leger
11409,modere
3703,leger
13288,modere
14983,modere
1319,modere
9492,leger
14433,leger
293,modere
5503,leger
12976,leger
12407,leger
10013,modere
6860,modere
16608,leger
4300,leger
14575,modere
10714,severe
12022,modere
2161,leger
11833,modere
14665,leger
3823,leger
17234,modere
6137,leger
13308,leger
1254,modere
12373,severe
8696,modere
16019,leger
15302,leger
18377,modere
4836,modere
13866,leger
1620,severe
13065,modere
2300,leger
10190,modere
11707,leger
15314,modere
2208,leger
10141,modere
7814,modere
12903,modere
8255,modere
18402,modere
1458,leger
7397,modere
17349,modere
12382,modere
9098,leger
6107,leger
17990,leger
10041,leger
14719,modere
13097,modere
12464,leger
3787,severe
8210,leger
9205,leger
8585,modere
11271,leger
1292,modere
10954,modere
7607,modere
10582,modere
3805,severe
11448,modere
8705,modere
6314,severe
5770,leger
477,leger
7572,modere
13484,leger
12317,modere
15170,modere
1012,leger
2561,modere
19360,severe
11022,leger
14455,leger
16178,leger
13922,modere
14976,leger
12450,modere
15894,leger
6568,modere
5484,modere
16524,leger
12069,modere
6510,modere
12453,modere
5625,leger
16027,modere
13614,modere
2055,modere
4881,modere
1504,leger
7083,leger
8790,leger
794,modere
4981,modere
1309,leger
14716,modere
11423,leger
13950,leger
1958,leger
9428,leger
7529,leger
12080,leger
13041,leger
18588,leger
426,leger
14256,modere
11974,leger
978,severe
8199,leger
7001,modere
16276,leger
14117,severe
14009,leger
12149,leger
9418,leger
12522,modere
9768,modere
14512,modere
16050,modere
6308,modere
10863,modere
2959,modere
1156,severe
3665,leger
1196,modere
15735,leger
5633,leger
6309,leger
6795,leger
1747,severe
8851,severe
6223,modere
14653,leger
5828,leger
16093,modere
9373,leger
17559,leger
16435,modere
4374,leger
7467,leger
16569,modere
5391,leger
12100,modere
8687,leger
17184,modere
13774,leger
9717,modere
14662,modere
11107,modere
19004,leger
15916,modere
9897,leger
11494,modere
7945,modere
6934,leger
12334,modere
19100,modere
17669,leger
6823,severe
651,modere
15586,leger
5988,modere
5291,leger
16728,leger
17999,leger
15737,leger
5043,leger
6481,modere
17375,severe
14511,leger
11013,modere
6825,modere
2492,severe
11131,leger
9150,modere
3989,severe
9397,leger
6716,modere
11310,severe
7507,leger
13820,severe
17608,modere
14885,modere
17612,leger
14002,leger
13572,leger
15819,leger
18668,modere
3227,leger
18341,leger
9265,leger
15768,leger
2410,leger
2620,leger
7669,leger
3105,leger
4571,leger
19354,leger
4552,leger
15458,modere
4355,modere
17194,leger
18749,modere
12783,leger
9502,leger
17520,leger
15347,leger
19108,leger
14709,leger
10914,leger
17364,leger
6493,leger
2050,leger
16591,modere
1150,modere
6345,modere
441,leger
18251,leger
4281,leger
2520,leger
6300,modere
18869,leger
7317,leger
913,leger
7406,severe
17250,modere
14403,modere
4627,modere
8911,leger
6272,leger
16021,leger
12636,leger
13336,modere
17580,leger
5091,leger
11205,modere
3829,leger
7055,modere
13234,leger
13983,modere
9737,modere
3147,leger
17813,severe
6885,modere
18264,severe
7736,modere
157,leger
8802,leger
14934,leger
7474,leger
16383,leger
12456,leger
6284,modere
680,leger
12697,modere
4556,leger
7878,leger
8615,modere
9295,leger
14426,severe
13043,modere
16925,leger
10485,leger
15482,leger
8659,modere
14986,leger
3339,leger
15801,modere
798,modere
10743,leger
14247,leger
12526,modere
6489,leger
17047,leger
19390,modere
12383,severe
456,modere
10415,leger
18269,leger
8389,leger
82,severe
15522,modere
17433,leger
572,severe
18569,modere
4680,leger
3383,modere
9407,modere
13800,leger
16012,leger
17311,modere
14311,modere
14107,modere
14793,leger
14890,leger
7207,modere
16116,modere
10256,leger
3381,modere
16448,leger
12013,leger
4903,leger
1901,severe
17749,modere
14001,leger
5140,modere
1169,severe
16470,leger
8789,leger
13408,leger
17695,severe
6984,leger
5646,leger
9294,modere
14910,modere
7398,leger
2939,modere
699,severe
2364,leger
1017,modere
6254,severe
14176,leger
11339,leger
6909,modere
18850,leger
19345,leger
13293,severe
4254,leger
10375,modere
751,leger
725,severe
4161,modere
9200,modere
1968,leger
2787,modere
4972,modere
11345,severe
5032,modere
13443,modere
2810,modere
19376,leger
13207,leger
34,severe
8056,leger
6056,modere
3838,modere
6673,modere
736,modere
13252,modere
10461,modere
3318,modere
8302,leger
5752,modere
5897,modere
13816,leger
16691,leger
12388,leger
3860,modere
17131,modere
8486,modere
474,leger
9278,modere
14026,modere
15447,leger
4205,severe
11785,modere
13578,modere
19233,severe
12583,leger
12099,severe
10310,leger
18421,modere
6174,leger
11434,modere
581,modere
18325,leger
17233,leger
4716,severe
4065,leger
3521,modere
6387,severe
314,leger
16700,modere
18625,severe
7456,leger
374,leger
17642,leger
17730,leger
16859,leger
13073,modere
14622,leger
18653,severe
15782,modere
18077,modere
16812,modere
16043,leger
14425,leger
10552,modere
6654,modere
5355,modere
18489,leger
17701,severe
1301,leger
771,leger
18118,modere
17581,modere
5921,modere
11635,leger
1700,leger
13090,leger
13890,leger
10541,modere
19130,modere
10516,leger
12582,severe
16551,leger
12235,leger
2815,leger
6364,severe
8810,leger
15366,severe
18862,leger
10986,leger
8861,leger
1801,modere
16200,leger
153,modere
17976,modere
10230,severe
9783,modere
3059,leger
8264,modere
9602,severe
12403,leger
10355,leger
1540,severe
2206,modere
2969,modere
7409,modere
12467,modere
3348,modere
7422,leger
18209,modere
12168,modere
11582,leger
14567,leger
18960,modere
860,leger
18485,leger
6587,modere
8495,leger
11007,modere
7677,severe
12875,leger
12535,leger
9353,modere
1435,leger
17539,modere
1233,severe
11027,leger
13381,modere
8844,leger
1406,leger
17774,leger
13997,leger
7986,leger
8092,leger
9161,leger
5361,leger
18375,modere
14841,leger
1945,modere
5196,modere
6421,modere
13530,modere
9857,modere
2296,leger
17247,severe
5160,leger
7989,leger
17712,leger
15795,leger
2026,modere
1130,leger
433,leger
2120,modere
17593,leger
6097,leger
5946,modere
17961,modere
15014,leger
17865,leger
2184,modere
9277,leger
14160,modere
18979,severe
1829,severe
7359,leger
10671,modere
10156,leger
16327,leger
12870,leger
10672,leger
8174,modere
13329,modere
5737,modere
18394,modere
4391,modere
3091,modere
19203,leger
14202,leger
9341,leger
15709,leger
13070,leger
14035,modere
4284,leger
16038,modere
8531,modere
6985,leger
15855,modere
5738,modere
9299,leger
11289,leger
14357,leger
8268,leger
15047,leger
5481,leger
2220,leger
18651,modere
19280,leger
7094,modere
2788,modere
10949,modere
14784,leger
15106,modere
7657,leger
8330,modere
17049,modere
1198,modere
5611,modere
16237,leger
4507,leger
16876,modere
1093,leger
14171,leger
12121,leger
16150,modere
11602,leger
17844,modere
7606,modere
11267,leger
734,leger
7469,severe
8454,leger
891,modere
13719,leger
10468,leger
3150,modere
17008,modere
8667,leger
7213,leger
7396,leger
7885,leger
17563,leger
5903,modere
2533,modere
11568,severe
5213,modere
15591,severe
19392,leger
1086,modere
6871,modere
17911,severe
8023,leger
6333,severe
4665,severe
16950,modere
8720,leger
9571,modere
4751,modere
11282,modere
10411,severe
17715,modere
1965,modere
4146,modere
9386,modere
2397,modere
9323,modere
6639,modere
18671,modere
2511,leger
5368,modere
5269,modere
10235,modere
3688,leger
9637,leger
6594,leger
9987,modere
16129,modere
5892,leger
8618,leger
4712,leger
8380,modere
8775,leger
8669,severe
9921,leger
4136,modere
18222,modere
3763,modere
5335,leger
14079,leger
13094,modere
7831,leger
16165,modere
13671,modere
17764,modere
6028,leger
4489,leger
3252,modere
5222,severe
344,modere
18720,modere
19016,leger
6049,leger
15367,leger
6862,leger
16619,modere
7563,leger
14649,leger
11223,leger
2828,leger
3846,leger
3313,leger
6564,modere
4000,severe
17150,modere
18823,modere
9232,modere
4869,leger
15600,leger
3828,modere
17574,modere
12234,leger
7933,severe
27,leger
3968,severe
9292,modere
14231,modere
1508,modere
11764,leger
1365,leger
13648,modere
18406,modere
8937,leger
10850,leger
10280,modere
2662,leger
2981,modere
9888,modere
10706,modere
2350,leger
12912,leger
1701,leger
8501,modere
8776,modere
241,leger
6147,modere
7067,modere
3261,severe
15704,leger
13242,leger
5285,modere
8515,leger
10139,leger
17858,leger
13766,leger
17105,leger
9039,modere
18010,modere
14590,leger
9388,leger
16405,leger
10143,leger
10115,leger
13581,modere
19409,modere
9658,modere
4027,modere
5034,modere
10655,leger
19068,modere
55,leger
5350,modere
16714,leger
4520,modere
14114,modere
7942,leger
8371,leger
12299,leger
14489,leger
10754,leger
8661,modere
8584,leger
2317,leger
18107,modere
12806,severe
2292,modere
2741,leger
14884,leger
14802,leger
16545,severe
14735,leger
613,leger
14895,modere
15747,modere
19324,leger
5022,leger
9051,leger
15994,modere
15942,modere
19157,modere
5887,leger
15079,leger
6037,leger
19212,modere
8814,leger
17215,modere
11184,modere
2222,leger
14687,modere
5119,modere
9604,leger
1636,modere
11241,modere
18672,leger
13981,modere
7982,modere
4636,leger
15793,modere
4162,modere
11112,leger
10076,leger
18905,severe
8520,modere
13802,modere
14394,leger
3670,leger
16014,leger
9988,leger
18486,modere
6356,severe
19194,leger
965,leger
4635,modere
6014,modere
11385,modere
3773,leger
9557,leger
3038,leger
7926,leger
2353,leger
17386,leger
12496,modere
3468,leger
15865,modere
18783,modere
7576,leger
18048,leger
8042,leger
11860,leger
7828,modere
3627,modere
6996,modere
3516,modere
784,modere
8719,leger
7056,leger
14721,leger
714,modere
1686,modere
1305,modere
354,leger
16603,modere
7053,leger
3950,modere
2342,modere
9453,modere
4110,modere
3246,modere
18002,leger
14498,leger
3352,modere
11170,leger
4638,leger
5420,leger
3457,leger
5366,modere
3833,leger
2282,modere
5455,severe
12733,modere
7119,severe
8716,modere
5580,leger
12778,leger
19165,leger
3347,modere
9111,modere
14271,modere
8956,leger
8173,modere
9586,leger
4451,leger
7323,leger
1412,modere
18349,modere
7833,modere
1733,severe
16301,leger
6706,leger
15062,leger
11703,modere
17352,leger
12998,leger
11257,leger
12367,leger
16078,modere
1861,modere
8179,leger
16042,modere
4157,severe
2154,leger
15206,modere
13875,modere
8290,leger
14572,leger
13995,modere
7130,leger
14990,leger
15973,modere
5600,leger
4092,leger
16440,modere
1443,modere
2380,severe
12940,leger
8213,modere
4492,modere
17508,leger
11286,modere
969,leger
12734,severe
17977,leger
3310,modere
14214,modere
14451,leger
14795,severe
16049,modere
17603,modere
11875,leger
9789,modere
11866,leger
14215,leger
15433,modere
9460,severe
16890,modere
1765,severe
540,leger
4939,modere
743,modere
10603,leger
7401,severe
4942,severe
2396,leger
7187,modere
11527,modere
6061,modere
3165,leger
14871,modere
5851,leger
2391,leger
12722,leger
18545,modere
19122,modere
15785,leger
16777,leger
8613,modere
15625,modere
10521,severe
2180,modere
13034,modere
16316,modere
6942,modere
3226,leger
15086,leger
9002,modere
3942,modere
1524,leger
9819,severe
526,leger
16454,modere
16162,modere
686,leger
9577,severe
13597,leger
13642,leger
250,modere
16285,leger
13012,leger
11477,leger
9511,leger
12500,leger
11344,severe
16430,severe
10427,leger
12412,modere
4878,leger
10498,modere
15899,leger
17309,leger
1724,leger
10333,modere
7028,modere
4102,leger
11457,leger
17788,leger
960,leger
18577,leger
16272,modere
14344,modere
6166,leger
3547,modere
19295,leger
16426,modere
18825,leger
11406,modere
8404,leger
9244,leger
10164,modere
16898,severe
14040,modere
5025,severe
12691,leger
18450,leger
13611,leger
11609,leger
16847,modere
2226,leger
6468,modere
9624,leger
116,leger
18055,modere
1499,leger
3570,modere
5006,leger
13255,modere
9286,severe
3181,leger
17305,severe
6715,modere
14598,modere
18011,leger
5863,leger
5983,leger
11493,modere
3730,leger
18646,leger
1137,severe
1949,modere
6435,severe
8666,severe
17820,leger
15630,modere
10307,modere
4383,leger
12683,modere
611,leger
14232,leger
12063,modere
7994,leger
15258,leger
18834,leger
5985,leger
2672,modere
9884,modere
4090,modere
15210,leger
282,modere
9383,modere
15451,leger
2285,modere
17387,leger
10195,modere
17577,severe
13504,leger
1674,modere
6945,leger
6438,modere
4341,severe
16209,leger
7176,leger
10779,leger
9769,modere
16912,modere
10983,modere
8560,leger
7811,modere
1681,modere
14368,severe
8707,modere
3398,modere
16451,leger
15134,leger
13781,leger
8214,leger
5959,modere
10919,modere
12807,modere
18925,leger
16852,modere
10788,modere
4399,leger
4387,severe
13249,severe
3740,leger
11365,modere
438,leger
5816,modere
17689,leger
18722,modere
16486,leger
5278,leger
18981,leger
18373,modere
18466,leger
8960,leger
13571,leger
17128,modere
14388,leger
9535,leger
3372,leger
7032,leger
18558,modere
4748,leger
11317,modere
19064,modere
6820,leger
18488,leger
2740,modere
10535,modere
12647,severe
18573,modere
5290,modere
15165,leger
16768,modere
6445,modere
14838,leger
9015,leger
6063,leger
849,modere
19253,leger
1658,modere
3613,modere
15628,leger
13425,leger
9793,severe
6398,modere
16978,modere
18145,severe
8727,modere
16548,leger
9836,modere
3110,severe
123,leger
11664,modere
6737,leger
2572,modere
8735,modere
15623,modere
10554,leger
5051,leger
13330,leger
11374,leger
6315,leger
1946,modere
18190,leger
8800,modere
16438,leger
9443,modere
9957,modere
13404,modere
13872,leger
15902,modere
16354,modere
9086,modere
16081,modere
13291,leger
17416,modere
4578,severe
11400,leger
12293,leger
5929,severe
11960,leger
3365,leger
5370,modere
844,severe
15800,leger
17682,modere
348,modere
15173,severe
5750,leger
13920,leger
12819,modere
16639,modere
5644,modere
9345,leger
8976,leger
17511,modere
18243,severe
3387,leger
13115,modere
17775,leger
11853,leger
16690,leger
16533,leger
9080,leger
1574,leger
14678,modere
1699,leger
9510,leger
10008,modere
16634,modere
6887,modere
2067,modere
14626,modere
7763,leger
1773,modere
3587,leger
5272,leger
16240,modere
19073,leger
16199,leger
15806,modere
716,modere
1745,severe
6351,modere
11650,modere
16305,leger
19333,leger
18125,modere
14904,leger
6480,leger
15631,leger
646,leger
386,leger
2906,leger
12341,modere
17532,leger
15110,leger
16442,modere
16629,modere
4163,severe
4806,severe
12661,modere
11716,modere
2448,leger
18497,modere
10033,leger
15484,leger
16818,leger
11066,modere
7506,leger
17847,modere
2073,leger
1382,leger
6800,leger
12910,modere
8276,modere
5218,leger
671,severe
11647,leger
14316,leger
11123,leger
6736,modere
4031,modere
5513,leger
8668,leger
12449,leger
17377,modere
685,modere
4796,leger
5765,leger
19364,leger
9083,modere
5654,modere
19261,modere
8139,modere
17025,leger
1762,severe
15818,modere
18571,modere
3315,modere
2006,modere
14465,modere
18335,leger
13952,modere
4951,modere
13296,leger
8417,leger
2916,modere
7134,modere
13972,severe
8266,modere
6691,leger
4719,leger
11880,modere
3583,modere
10908,leger
7292,modere
16635,modere
10861,leger
10080,leger
3289,modere
185,leger
17161,leger
7307,leger
3540,modere
13162,leger
1866,modere
1442,modere
3819,severe
2338,modere
173,leger
4527,leger
3242,leger
12333,leger
2859,leger
9441,leger
6682,leger
5480,modere
5841,modere
16106,leger
7157,leger
3124,modere
4862,leger
12218,leger
15293,modere
6381,leger
1625,modere
17492,modere
14651,modere
11427,severe
5834,leger
15830,leger
12756,modere
1087,leger
9697,leger
16562,leger
10405,modere
5925,leger
10975,modere
18696,leger
12094,leger
14268,leger
6812,modere
6550,leger
7783,modere
17880,leger
8995,leger
17475,leger
6141,modere
3995,modere
15265,leger
5781,modere
2917,modere
5371,leger
2447,modere
187,modere
13989,severe
16371,modere
2814,leger
12657,leger
920,modere
16385,modere
284,modere
16672,leger
16246,modere
12182,modere
12203,leger
10705,modere
10083,leger
12159,modere
10712,modere
19088,modere
330,modere
4987,modere
18452,modere
5574,severe
7041,modere
12138,leger
15243,severe
10981,leger
5659,modere
1874,leger
6991,modere
13744,modere
1288,leger
7061,leger
10337,leger
8942,modere
11603,modere
11035,leger
5796,leger
54,leger
18613,modere
9581,modere
18514,leger
12853,leger
8551,leger
2373,leger
9904,leger
16587,leger
10467,modere
10070,leger
9390,leger
7115,leger
16431,modere
10831,modere
4978,leger
17807,leger
8093,severe
1937,leger
11136,leger
9933,modere
17308,modere
13123,modere
14974,leger
11300,leger
15052,modere
8815,modere
15864,severe
3690,leger
18411,leger
2341,leger
8678,leger
15667,modere
1032,severe
1973,leger
10845,modere
17172,leger
5284,modere
15253,leger
7973,leger
1299,severe
8215,leger
15882,modere
8361,modere
18436,leger
2145,leger
11498,modere
9248,modere
12859,leger
15897,modere
18915,modere
